symbol,date,flip,conf,strength,dir,entry_close,fwd1,fwd3,fwd5
PATANJALI,2026-06-05,BEARISH_TO_BULLISH,46.3,MODERATE,1.0,419.95,0.5000595308965408,-0.19049886891296855,1.369210620311942
PATANJALI,2026-06-08,BULLISH_TO_BEARISH,52.7,MODERATE,-1.0,422.05,0.5804999407653094,-0.8292856296647315,-0.8292856296647315
PATANJALI,2026-06-18,BEARISH_TO_BULLISH,55.4,MODERATE,1.0,421.75,-0.8298755186721992,-1.7783046828689981,-2.1695317131001723
PATANJALI,2026-06-19,BULLISH_TO_BEARISH,55.0,MODERATE,-1.0,418.25,0.8607292289300713,1.3628212791392682,1.7214584578601286
PATANJALI,2026-06-22,BEARISH_TO_BULLISH,49.7,MODERATE,1.0,414.65,-0.09646689979500236,-0.49439286144940425,-0.3496925117569007
PATANJALI,2026-07-07,BEARISH_TO_BULLISH,41.9,MODERATE,1.0,409.3,0.7207427314927898,-0.09772782799903106,-14.989005619350115
PATANJALI,2026-07-17,BEARISH_TO_BULLISH,45.5,MODERATE,1.0,339.2,0.3095518867924562,,
PATANJALI,2026-07-20,BULLISH_TO_BEARISH,61.9,STRONG,-1.0,340.25,1.2049963262307193,,
PAYTM,2025-07-07,BEARISH_TO_BULLISH,22.8,WEAK,1.0,911.05,-0.36770759014323134,4.401514735744473,8.501179957192257
PAYTM,2025-07-08,BULLISH_TO_BEARISH,62.6,STRONG,-1.0,907.7,-3.624545554698686,-7.386801806764344,-10.71389225515038
PAYTM,2025-07-09,BEARISH_TO_BULLISH,27.2,WEAK,1.0,940.6,1.1216244950031844,5.0924941526685075,6.251328938975117
PAYTM,2025-07-10,BULLISH_TO_BEARISH,52.0,MODERATE,-1.0,951.15,-2.4812069599957973,-5.6563107816853355,-5.3041055564316935
PAYTM,2025-07-11,BEARISH_TO_BULLISH,53.4,MODERATE,1.0,974.75,1.4106181072069761,2.5288535521928677,4.411387535265453
PAYTM,2025-07-17,BULLISH_TO_BEARISH,45.8,MODERATE,-1.0,1001.6,-1.6124201277955246,-6.9438897763578336,-6.60443290734824
PAYTM,2025-07-23,BEARISH_TO_BULLISH,94.5,STRONG,1.0,1106.25,-3.4802259887005653,-2.9920903954802176,-1.536723163841808
PAYTM,2025-07-25,BULLISH_TO_BEARISH,100.0,STRONG,-1.0,1094.2,1.9237799305428582,0.45238530433193613,1.4622555291537196
PAYTM,2025-07-28,BEARISH_TO_BULLISH,49.5,MODERATE,1.0,1073.15,-0.461258910683506,0.3028467595396729,-1.8776499091459804
PAYTM,2025-07-29,BULLISH_TO_BEARISH,45.7,MODERATE,-1.0,1068.2,-1.970604755663729,-0.9361542782250515,1.1982774761280617
PAYTM,2025-07-31,BEARISH_TO_BULLISH,74.9,STRONG,1.0,1076.4,0.1672240802675543,-1.950947603121516,-1.300631735414344
PAYTM,2025-08-01,BULLISH_TO_BEARISH,59.0,MODERATE,-1.0,1078.2,2.337228714524211,1.1964385086254954,-4.0623260990539745
PAYTM,2025-08-07,BEARISH_TO_BULLISH,50.8,MODERATE,1.0,1062.4,5.609939759036135,8.716114457831315,10.485692771084324
PAYTM,2025-08-12,BULLISH_TO_BEARISH,55.9,MODERATE,-1.0,1155.0,0.32034632034632426,-6.164502164502168,-7.852813852813857
PAYTM,2025-08-18,BEARISH_TO_BULLISH,60.7,STRONG,1.0,1226.2,1.7778502691241194,3.1316261621268846,2.1937693687815907
PAYTM,2025-08-20,BULLISH_TO_BEARISH,49.6,MODERATE,-1.0,1245.7,-1.5172192341655184,-0.5940435096732651,3.1066870032913254
PAYTM,2025-08-25,BEARISH_TO_BULLISH,76.5,STRONG,1.0,1253.1,-1.7875668342510465,-1.3805761710956792,2.8090335966802367
PAYTM,2025-08-28,BULLISH_TO_BEARISH,49.2,MODERATE,-1.0,1207.0,-2.3860811930405927,-6.735708367854181,-3.9519469759734918
PAYTM,2025-09-01,BEARISH_TO_BULLISH,53.9,MODERATE,1.0,1257.9,2.4167262898481487,-0.254392241036652,-3.084505922569376
PAYTM,2025-09-03,BULLISH_TO_BEARISH,66.0,STRONG,-1.0,1241.1,-1.0958021110305485,1.7726210619611635,1.3778100072516244
PAYTM,2025-09-05,BEARISH_TO_BULLISH,72.4,STRONG,1.0,1253.0,-2.7055067837190814,-2.314445331205108,-1.9952114924181963
PAYTM,2025-09-10,BEARISH_TO_BULLISH,75.5,STRONG,1.0,1224.0,-0.40849673202614384,0.5964052287581663,0.4330065359477087
PAYTM,2025-09-11,BULLISH_TO_BEARISH,40.4,MODERATE,-1.0,1219.0,-0.7383100902378998,-0.25430680885971363,3.429040196882687
PAYTM,2025-09-15,BEARISH_TO_BULLISH,19.9,WEAK,1.0,1231.3,-0.7471777795825587,-4.393730203849583,-4.215057256558098
PAYTM,2025-09-17,BULLISH_TO_BEARISH,47.3,MODERATE,-1.0,1229.3,4.238184332546971,4.059220694704292,7.150410802895946
